CUSIP,Offer date,Company name,Ticker,Founding,PERM,VC dummy,Rollup,Dual,Post-issue shares,Internet
574063103,19870602,Maryland Federal S&L,MFSL,1901,11377,0,0,0,.,0
045414109,19870603,Asset Development,,-99,.,0,0,0,.,0
367605102,19870603,Gateway Fed Savings and Loan,GATW,1901,75546,0,0,0,.,0
501880108,19870603,LJ Simone,LJSI,1978,11380,0,0,0,.,0
63563D207,19870603,National Datacomputer,NDIC,-99,11387,0,0,0,.,0
688271105,19870603,Osicom Technologies,OSIC,1981,11381,0,0,0,.,0
742925100,19870603,Proffitt's,PRFT,1919,11382,0,0,0,.,0
949702104,19870603,Wellman,WLMN,1927,11384,0,0,0,.,0
020799102,19870604,Alpharel,AREL,1981,11385,0,0,0,.,0
457735108,19870604,Insta Cool of North America,KOOL,1985,11394,0,0,0,.,0
631724101,19870604,Nasta International,NAS,1986,75079,0,0,0,.,0
887248102,19870604,Time Management,TMCO,1986,11386,0,0,0,.,0
761204106,19870605,Resource Engineering,RSE,1974,75090,0,0,0,.,0
814901104,19870605,Security Savings and Loan,SSLN,1911,11390,0,0,0,.,0
844909101,19870605,Southwall Technologies,SWTX,1980,11393,0,0,0,.,0
797901105,19870608,San Juan Fiberglass Pools,SWIM,-99,11400,0,0,0,.,0
319945101,19870609,First Federal of Western PA,FFWP,1900,11399,0,0,0,.,0
126136100,19870610,CNS,CNXS,1985,11411,0,0,0,.,0
278740105,19870610,ECAD,ECAD,1982,11403,1,0,0,.,0
459864104,19870610,Intl Microelectronic Products,IMPX,1981,11401,1,0,0,.,0
914900105,19870610,Uno Restaurant,UNOS,1943,75103,0,0,0,.,0
337753206,19870611,Fisher Business Systems,FBUS,1979,11408,0,0,0,.,0
452913106,19870611,Impact Systems,MPAC,1980,11409,1,0,0,.,0
269145108,19870612,Essef,ESSF,1954,11416,0,0,0,.,0
452916109,19870615,ImmunoTherapeutics,IMNO,1987,75549,0,0,0,.,0
014432108,19870616,Aldus,ALDC,1984,11422,1,0,0,.,0
46070G102,19870616,Interspec,ISPC,1979,11424,1,0,0,.,0
471171108,19870616,Jason,JASN,1985,11425,0,0,0,.,0
595223207,19870616,Mid-America Racing Stables,RACE,1987,11461,0,0,0,.,0
105369102,19870617,Brandywine Savings Bank,BNDY,1900,11429,0,0,0,.,0
261015101,19870617,Downey Designs International,DDDI,1972,11431,0,0,0,.,0
392250106,19870617,"Greater NY Svgs Bk,New York,NY",GRTR,1900,11430,0,0,0,.,0
625413109,19870617,Multi-Local Media,MLMC,1931,11432,0,0,0,.,0
795903103,19870617,Samna,SMNA,1982,11427,1,0,0,.,0
983909102,19870617,Xeta,XETA,1981,11426,0,0,0,.,0
020816203,19870618,Alpheus Technology,,-99,.,0,0,0,.,0
278864103,19870618,Ecogen,ECN,1983,75055,1,0,0,.,0
317826105,19870618,Fine Homes International LP,FHI,-99,75059,0,0,0,.,0
866171200,19870618,Summit National Bank,SNBK,-99,11433,0,0,0,.,0
847585106,19870619,Spectramed,SPMD,1943,11434,0,0,0,.,0
119906204,19870623,Builders Design,BDNI,1986,11451,0,0,0,.,0
319944104,19870623,First Federal S&L E Hartford,FFES,1930,11449,0,0,0,.,0
404404105,19870623,HWC Distribution,HWCD,1975,11443,0,0,0,.,0
597908102,19870623,Midwest Communications,MCOM,1984,11445,0,0,0,.,0
624260105,19870623,Mountain Services,,-99,.,0,0,0,.,0
628452104,19870623,Mycogen,MYCO,1982,11450,1,0,0,.,0
006516108,19870624,Addington Resources,ADDR,1981,11452,0,0,0,.,0
741559108,19870624,Prime Financial Partners LP,PFP,-99,75085,0,0,0,.,0
196902100,19870625,Colorado Prime,CPE,1959,75048,0,0,0,.,0
302494109,19870625,FMC Gold,FGL,1987,75058,0,0,0,.,0
404261208,19870625,HOH Water Technology,HOHI,1982,11460,0,0,0,.,0
445703101,19870625,Hunter-Melnor,HRMR,1964,11454,0,0,0,.,0
452915101,19870625,Image Retailing Group,IMAG,1985,11458,0,0,0,.,0
458102100,19870625,Integon,ITGN,1968,11436,0,0,0,.,0
727339103,19870625,Plant Genetics,PGEN,1981,11457,1,0,0,.,0
825397102,19870625,Showscan Film,SHOW,1984,11459,0,0,0,.,0
977152107,19870625,Wisconsin Toy,WTOY,1943,11453,0,0,0,.,0
346377104,19870626,Formica,FORM,1913,75163,0,0,0,.,0
751082108,19870626,Raleigh Federal Savings Bank,RFBK,1905,11462,0,0,0,.,0
872539101,19870626,TJX Companies,TJX,1962,75098,0,0,0,.,0
878912104,19870626,Tecogen,TCGN,1985,11465,1,0,0,.,0
458157104,19870630,Intelligent Electronics,INEL,1975,11475,2,0,0,.,0
459862207,19870630,Intl Microcomputer Software,IMSF,-99,11482,0,0,0,.,0
887100105,19870630,Timberland,TBL,1978,75101,0,0,1,10125906,0
00753T105,19870701,Advanced Marketing Services,ADMS,1982,11483,0,0,0,.,0
247171101,19870701,Delphi Information Systems,DLPH,1976,11481,1,0,0,.,0
346592108,19870701,Forstmann,FST,1900,75164,0,0,0,.,0
501825103,19870701,LDI,LDIC,1972,11480,1,0,0,.,0
55262C100,19870701,MBIA,MBI,1986,75175,0,0,0,.,0
594928103,19870701,MicroAge,MICA,1976,11484,0,0,0,.,0
683928105,19870701,Oppenheimer Capital,OCC,1969,75180,0,0,0,.,0
878332204,19870701,TechKnits,KNIT,1975,11725,0,0,0,.,0
190905109,19870702,CoastAmerica,CAC,1928,75155,0,0,0,.,0
269255105,19870702,E-II Holdings,EII,1967,75158,0,0,0,.,0
847497104,19870702,Specialty Equipment Companies,SPE,1974,75187,0,0,0,.,0
958255101,19870702,Western Gas Processors,,-99,.,0,0,0,.,0
81174E109,19870706,Seafood,SEFD,-99,11491,0,0,0,.,0
746905108,19870707,Quadrax,QDRX,1986,11492,0,0,0,.,0
909910101,19870707,United Coasts,UCOA,1985,11489,0,0,0,.,0
431659101,19870708,Hills Department Stores,HDS,1920,75170,0,0,0,.,0
290022102,19870709,Elmwood Federal Savings Bank,EFSB,1915,11497,0,0,0,.,0
421927203,19870709,Health Concepts IV,HCFI,1986,11523,0,0,0,.,0
898656103,19870709,Tucker Holding,TUHC,1982,11495,0,0,0,.,0
351779103,19870710,Frances Denney Companies,DNNY,1900,11503,0,0,0,.,0
703195206,19870710,Pathe Computer Control Systems,QILT,1983,11504,0,0,0,.,0
32022D10,19870714,First Federal S&L Canton,FFKY,-99,11507,0,0,0,.,0
897835104,19870714,Trudy,TRDY,-99,11514,0,0,0,.,0
926859109,19870714,Vikonics,VKSI,1973,11508,0,0,0,.,0
082049107,19870715,Benihana National,BNHNA,1984,11510,0,0,0,.,0
156905101,19870715,Ceramics Process Systems,CPSX,1984,11511,1,0,0,.,0
319258109,19870715,First Bank of Philadelphia,FBKP,1987,11518,0,0,0,.,0
431294107,19870715,Hilb Rogal & Hamilton,HRHC,1982,11509,0,0,0,.,0
719805103,19870715,Pickett Suite Hotel Master LP,,-99,.,0,0,0,.,0
919620104,19870715,Valley Federal Savings Bank,VAFB,-99,11512,0,0,0,.,0
701495103,19870716,Parkvale Savings Association,PVSA,-99,75550,0,0,0,.,0
759917206,19870716,Renaissance GRX,RENX,1986,11521,0,0,0,.,0
86627E101,19870716,Summit Technology,BEAM,1985,11522,0,0,0,.,0
789895109,19870717,St Ives Laboratories,SWIS,1987,11525,0,0,0,.,0
316869106,19870721,FileNet,FILE,1982,11531,1,0,0,.,0
923380208,19870721,Verde Ventures,,-99,.,0,0,0,.,0
151008208,19870722,Celerity Computing Systems,CLTY,-99,11540,0,0,0,.,0
220037105,19870722,Corporate Software,CSOF,1983,11532,1,0,0,.,0
286593108,19870722,Eliot Savings Bank,EBKC,1900,11537,0,0,0,.,0
303250104,19870722,Fair Issac & Company,FICI,1956,11533,0,0,0,.,0
437267107,19870722,Home Office Reference Lab,HORL,1972,11534,0,0,0,.,0
636525107,19870722,National Insurance Group,NAIG,1986,75551,1,0,0,.,0
009293101,19870723,Aircoa Hotel Partners,AHT,-99,75108,0,0,0,.,0
207410101,19870723,CONMED,CNMD,1970,11547,0,0,0,.,0
161624101,19870723,Chase Medical Group,CGRP,1987,11546,0,0,0,.,0
300072105,19870723,Everex Systems,EVRX,1983,11549,1,0,0,.,0
58441B100,19870723,Media Logic,TSTM,1982,11541,0,0,0,.,0
683815104,19870723,Optek Technology,OPTX,1979,11539,1,0,0,.,0
741532105,19870723,Pricor,PRCO,1985,11545,1,0,0,.,0
787086107,19870723,Sahara Casino Partners LP,SAH,1987,75184,0,0,0,.,0
143658102,19870724,Carnival Cruise Lines,CCL,1974,75154,0,0,1,134774286,0
151020104,19870728,Celgene,CELG,1986,11552,1,0,0,.,0
003654100,19870729,ABIOMED,ABD,1981,75107,0,0,0,.,0
023120108,19870729,"Amax Gold, Inc.",AU,1987,75111,0,0,0,.,0
741474100,19870729,Price Pfister,PFPF,1910,11555,0,0,0,.,0
74342C105,19870729,ProNet,PNET,1982,11554,1,0,0,.,0
21145E101,19870730,Continental Graphics,CIG,1931,75156,0,0,0,.,0
609393103,19870730,Monitek Technologies,MTEK,1968,11559,0,0,0,.,0
628883100,19870730,NDL Products,NDLP,1974,11560,0,0,0,.,0
682836101,19870730,Onondaga Savings Bank,ONBK,1901,11558,0,0,0,.,0
784615106,19870730,SOI Industries,LAMP,-99,11934,0,0,0,.,0
87943P101,19870731,Telenetics,TNET,-99,11563,0,0,0,.,0
454067109,19870803,Indepth Data,INDI,1984,11569,0,0,0,.,0
320103104,19870804,"First Essex Bancorp,Andover,MA",FESX,1987,11574,0,0,0,.,0
459429205,19870804,International 800 Telecom,TFRE,-99,11880,0,0,0,.,0
517235107,19870804,Larizza Industries,LII,1982,75173,0,0,0,.,0
731017208,19870804,Polar Molecular,PMCX,1984,11573,0,0,0,.,0
909690109,19870804,United Building Services,UBSC,1987,11572,0,0,0,.,0
016557100,19870805,All American Semiconductor,SEMI,1964,75554,0,0,0,.,0
038225108,19870805,Applied Power,APWR,1910,11581,0,0,1,5948187,0
686199100,19870805,Original Italian Pasta,ORIG,1985,11582,0,0,0,.,0
824690200,19870805,Shipboard Satellite Network,,-99,.,0,0,0,.,0
025230103,19870806,American Consulting,ACCI,1972,11583,0,0,0,.,0
253909105,19870806,Digital Optronics,DOCC,1984,11580,0,0,0,.,0
513737106,19870806,LANSystems,LANX,1972,11577,0,0,0,.,0
585332109,19870806,Melamine Chemicals,MTWO,1968,75553,0,0,0,.,0
561676107,19870806,Mgmt Company Entertainment Grp,MCEG,1986,11584,0,0,0,.,0
885877100,19870806,Thrifty Rent-A-Car System,TFTY,1950,11585,0,0,0,.,0
470760109,19870810,Jan Bell Marketing,JBM,1983,75172,0,0,0,.,0
276369105,19870811,Eastern Environmental Services,EESI,1987,11591,0,0,0,.,0
879247203,19870811,Tele-Optics,TOPT,-99,11946,0,0,0,.,0
880769104,19870811,Teradata,TDAT,1979,11592,1,0,0,.,0
983911108,19870811,Xscribe,XSCR,1978,11590,1,0,0,.,0
277239109,19870812,Eastex Energy,ETEX,1980,11595,0,0,0,.,0
293842100,19870812,Entronics,ENTC,1984,11596,0,0,0,.,0
368683108,19870812,GENDEX,XRAY,1983,11600,1,0,0,.,0
38093410,19870812,Goldome,GDM,-99,75166,0,0,0,.,0
455782102,19870812,IndTech,INEC,1986,11597,0,0,0,.,0
619085103,19870812,Morsemere Financial Group,MFGR,1926,11603,0,0,0,.,0
740466107,19870812,"Premier Bankshs,Bluefield,VA",PBKC,1986,11598,0,0,0,.,0
784609208,19870812,SNL Financial,SNLF,1979,11593,0,0,0,.,0
904753100,19870812,Unigene Laboratories,UGNE,1980,11601,0,0,0,.,0
189869209,19870813,Coachman,CINC,1985,11611,0,0,0,.,0
532430105,19870813,Lillian Vernon,LVC,1951,75174,0,0,0,.,0
85568F101,19870813,Starstream Communications,SCGI,1983,11604,0,0,0,.,0
257030106,19870814,Domain Technology,DOMN,1981,11605,1,0,0,.,0
666499108,19870818,Northland Cranberries,CBRYA,1987,11614,0,0,1,2434295,0
975628108,19870818,Winston Furniture,WF,1969,75195,0,0,0,.,0
412264103,19870819,Harding Associates,HRDG,1959,75557,0,0,0,.,0
87943M108,19870819,Telemundo Group,TLMD,1935,11617,0,0,0,.,0
018605105,19870820,Alliance Imaging,AIMG,1983,11620,0,0,0,.,0
311900104,19870820,Fastenal,FAST,1967,11618,0,0,0,.,0
616470100,19870820,J.T. Moran Financial,JTMC,1984,11621,0,0,0,.,0
476314109,19870820,Jepson,JEPS,1919,75229,0,1,0,.,0
743726101,19870820,Provena Foods,PVNA,1972,11622,0,0,0,.,0
579468109,19870824,McCaw Cellular Communications,MCAWA,1981,11626,0,0,1,112050000,0
45815C103,19870825,Intellicall,INCL,1985,11630,1,0,0,.,0
00754G102,19870826,Advanced Polymer Systems,APOS,1983,11636,1,0,0,.,0
046814109,19870826,Atek Metals Center,ATKM,1970,11635,0,0,0,.,0
049147101,19870827,Atlantis Group,AGH,1984,75150,0,0,1,6685750,0
150911204,19870827,Cell Technology,CELL,1982,11641,1,0,0,.,0
625383104,19870827,Multi-Color,LABL,1900,11638,0,0,0,.,0
737319103,19870827,Poseidon Pools of America,POOL,1986,11640,0,0,0,.,0
86024C104,19870827,Stevens Graphics,SVG,1965,75189,0,1,0,.,0
026738104,19870828,American Income Properties,IPS,-99,75112,0,0,0,.,0
031673106,19870828,Amnews Holding,AMEN,-99,11645,0,0,0,.,0
972406102,19870901,Doug Wilson Studios,DWSI,-99,12286,0,0,0,.,0
131730103,19870902,CAM Data Systems,CADA,1983,11656,0,0,0,.,0
543367106,19870902,Longwood Group,LONG,1986,11665,0,0,0,.,0
683883102,19870902,Optifab,OPFB,1970,11657,0,0,0,.,0
270315104,19870903,Earth Technology USA,ETCO,1970,11661,0,0,0,.,0
413353103,19870903,Harold's Stores,HRLD,1948,11663,0,0,0,.,0
459096202,19870903,International Bankcard Svcs,IBSC,1986,11668,0,0,0,.,0
589521103,19870903,Mergers Are Us,,-99,.,0,0,0,.,0
918883109,19870903,ValCom,VLCM,1985,11662,0,0,0,.,0
933132102,19870903,Walshire Assurance,WALS,1976,11660,0,0,0,.,0
04541J106,19870904,Asset Exploration,,-99,.,0,0,0,.,0
381548106,19870904,Goldtex,GLTX,1983,11670,0,0,0,.,0
61531K10,19870909,Monument Resources,,-99,.,0,0,0,.,0
32017G108,19870910,First Federal Bancorp,FFS,1975,75161,0,0,0,.,0
750862104,19870910,Rainbow Technologies,RNBO,1987,11678,0,0,0,.,0
94845L204,19870910,Wedding Information Network,WINN,1982,11676,0,0,0,.,0
867693202,19870911,Sunrise Preschools,SUNR,1987,11820,0,0,0,.,0
928490200,19870914,Vitel Fiber Optics,VTEL,1986,11717,0,0,0,.,0
204541205,19870915,ComponentGuard,PLUG,-99,11695,0,0,0,.,0
362907107,19870915,Galaxy Cheese,GALX,1968,11681,0,0,0,.,0
586068108,19870915,Memory Sciences,MEMX,1985,11679,0,0,0,.,0
290843101,19870916,EMCON Associates,MCON,1971,75560,0,0,0,.,0
747796209,19870917,Qubix Graphic Systems,QBIX,-99,11693,0,0,0,.,0
927907105,19870917,Vision Technologies Intl,IOLS,1986,11696,0,0,0,.,0
962899100,19870917,Wheelabrator Technologies,WHTI,1975,11684,0,0,0,.,0
975661109,19870917,Winston Resources,WRS,1967,75196,0,0,0,.,0
716035100,19870918,JM Peters,JMPC,1975,11694,0,0,0,.,0
920385101,19870918,Value Added,,-99,.,0,0,0,.,0
293921102,19870921,Entree,ETRC,1986,11699,0,0,0,.,0
911520104,19870921,United Shoppers of America,USDA,1986,11702,0,0,0,.,0
132011107,19870922,Cambrex,CBAM,1981,11707,1,0,0,.,0
152315107,19870922,Centex Telemanagement,CNTX,1983,11706,1,0,0,.,0
80851310,19870922,Charles Schwab,SCH,1971,75186,0,0,0,.,0
457030104,19870922,Ingles Markets,IMKTA,1963,11701,0,0,1,17548200,0
82661M208,19870922,Sigmatron Nova,SNIC,-99,11709,0,0,0,.,0
126916105,19870923,Cable Exchange,CBLX,1987,11714,0,0,0,.,0
238095103,19870923,Dataphaz,DPHZ,1978,11708,0,0,0,.,0
720172105,19870923,Piedmont Mining,PIED,1983,75561,0,0,0,.,0
668634108,19870924,Norton Enterprises,NRTN,1984,11715,0,0,0,.,0
707874103,19870924,Penn Treaty American,PTAC,1971,11713,0,0,0,.,0
908640105,19870924,Union Texas Petroleum Holdings,UTH,1900,75193,0,0,0,.,0
148883101,19870925,Catalyst Thermal Energy,CETH,1971,11718,0,0,0,.,0
150912103,19870925,Centel Cable Television,CNCA,1978,11719,0,0,1,27600000,0
319952107,19870925,First Fed S&L Charlotte County,FSCC,1934,11720,0,0,0,.,0
001920107,19870928,ARCO Chemical,RCM,1957,75106,0,0,0,.,0
339383101,19870928,Flextronics,FLEX,1969,11724,1,0,0,.,0
152346102,19870929,Centrac Associates,CTRCA,1978,11734,0,0,1,945000,0
366255107,19870929,Garnet Resources,GARN,1986,11726,0,0,0,.,0
371480203,19870929,Generation 5 Technology,GFIV,1985,11729,0,0,0,.,0
863555108,19870929,Structural Dynamics Research,SDRC,1967,11723,1,0,0,.,0
007940109,19870930,Advatex Associates,ADTX,1976,11737,0,0,0,.,0
012348108,19870930,Albany International,AAIC,1900,11731,0,0,1,26021168,0
033115106,19870930,Anchor Savings and Loan,ANSL,1943,11730,0,0,0,.,0
368669107,19870930,Gen-Probe,GPRO,1983,11735,1,0,0,.,0
403902109,19870930,H.M.S.S.,HMSS,1982,11736,2,0,0,.,0
865906101,19870930,Summagraphics,SUGR,1987,11727,1,0,0,.,0
449223106,19871001,IBP,IBP,1961,75227,0,0,0,.,0
311848105,19871002,Fashion Channel Network,FASN,1986,11756,0,0,0,.,0
337157101,19871002,First Team Sports,FTSP,1986,11757,0,0,0,.,0
902104108,19871002,II-VI,IIVI,1971,11752,0,0,0,.,0
235204104,19871006,Dallas-Semiconductor,DSMI,1984,11761,1,0,0,.,0
848457107,19871006,Spiegel,SPGLA,1900,11760,0,0,1,9500000,0
858154107,19871006,Steel of West Virginia,SWVA,1907,11764,0,0,0,.,0
124680109,19871007,C.A. Blockers,LUNG,1986,11766,0,0,0,.,0
461856106,19871007,Invitron,INVN,1984,11767,1,0,0,.,0
20342E104,19871008,Communications Transmission,CTIA,1986,11774,0,0,0,.,0
285664108,19871008,Electronic Data Technologies,EDAT,1987,11769,0,0,0,.,0
404188104,19871008,HHB Systems,HHBX,1977,11768,1,0,0,.,0
532202108,19871008,Liggett Group,LIG,1873,75233,0,0,0,.,0
852542109,19871008,Stage II Apparel,SA,1980,75244,0,0,0,.,0
191893106,19871009,Code-Alarm,CODL,1979,11773,0,0,0,.,0
464885102,19871009,ISOETEC Communications,ISOE,1982,11772,1,0,0,.,0
479254104,19871009,Johnson Worldwide Associates,JWAIA,1985,11775,0,0,1,5968792,0
09057A209,19871013,Bio-Metallics,,-99,.,0,0,0,.,0
492110101,19871013,Kerkhoff Industries Inc,KIX,1970,75230,0,0,0,.,0
22674J107,19871014,Critical Industries,FYBR,1984,11782,0,0,0,.,0
879781102,19871014,Tempest Technologies,TTOI,1981,11778,0,0,0,.,0
492056106,19871015,Keptel,KPTL,1983,11779,1,0,0,.,0
096434105,19871016,Blyth Holdings,BLYH,1987,11781,0,0,0,.,0
928569201,19871016,Vocaltech,,-99,.,0,0,0,.,0
988764205,19871023,Z-Coat Group,ZCOT,-99,11787,0,0,0,.,0
434902102,19871027,Holiday RV Superstores,RVEE,1978,75563,0,0,0,.,0
95758C107,19871030,Western Acceptance,WACP,-99,11792,0,0,0,.,0
133252106,19871113,Camera Enterprises,UCAM,1957,11804,0,0,0,.,0
46057J103,19871117,International Yogurt,YOCM,1977,11805,0,0,0,.,0
885113100,19871117,Thomson McKinnon Asset Mgmt LP,TMA,1987,75246,0,0,0,.,0
743434102,19871119,Properties of America,POAI,1974,11806,0,0,0,.,0
099541104,19871120,Borden Chemicals & Plastics LP,,1951,75385,0,0,0,.,0
184496107,19871124,Clean Harbors,CLHB,1980,11809,2,0,0,.,0
879107100,19871207,Tekna-Tool,TKNA,-99,11815,0,0,0,.,0
21974810,19871211,Corona Equities,,-99,.,0,0,0,.,0
743859100,19871215,"Provident Bankshares,Maryland",PBKS,1900,11823,0,0,0,.,0
089305106,19871216,Big Mergers,,-99,.,0,0,0,.,0
232517102,19871216,CyberOptics,CYBE,1984,11825,0,0,0,.,0
687503102,19871217,Orthomet,OMET,1974,11828,0,0,0,.,0
336906102,19871218,First State Financial Services,FSFI,1900,11831,0,0,0,.,0
390138105,19871223,Great Bay Bankshares,GBBS,1987,11838,0,0,0,.,0
089809107,19880111,Bigger Mergers,,-99,.,0,0,0,.,0
251468104,19880112,Deucalion Research,,-99,.,0,0,0,.,0
436916100,19880114,Home Federal Savings Bank IN,HOMF,1908,11866,0,0,0,.,0
472154202,19880115,Jean Philippe Fragrances,JEAN,1985,11884,0,0,0,.,0
769727108,19880119,Roadmaster Industries,WHEL,1987,11929,0,0,0,.,0
827092206,19880121,"Silk, Silk, Silk International",SILK,-99,11940,0,0,0,.,0
160903100,19880122,Charter One Financial,COFI,1934,10725,0,0,0,.,0
449669100,19880126,IMC Fertilizer Group,IFL,1909,75259,0,0,0,.,0
649389103,19880128,New York Bancorp,NYBC,1935,11911,0,0,0,.,0
441837101,19880129,Houston Biomedical,HBII,1986,75568,0,0,0,.,0
71921H109,19880129,PhoneTel Technologies,PNTL,1984,11918,0,0,0,.,0
898450200,19880129,Truvel,TRVL,1973,11953,0,0,0,.,0
080055106,19880202,Belmac,BEMC,1974,10574,0,0,0,.,0
579489105,19880204,McClatchy Newspapers,MNI,1930,75261,0,0,1,28096666,1
502147101,19880205,L Rex International,,1970,78662,0,0,0,.,0
737031104,19880209,Portsmouth Bank Shares,POBS,1900,11921,0,0,0,.,0
795831205,19880209,Salvatori Ophthalmics,EYES,1986,11935,1,0,0,.,0
05332D109,19880210,AutoSpa Automalls,MALL,1986,10359,0,0,0,.,0
375185204,19880212,Gil-Med Industries,GILM,1980,11859,0,0,0,.,0
459753109,19880212,Intl Leisure Enterprises,ILEX,1986,11881,0,0,0,.,0
460094105,19880212,Intl Nutrition & Genetics,INGC,1986,11882,0,0,0,.,0
015389208,19880224,ALFA International,ALFE,1938,10184,0,0,0,.,0
373697101,19880225,Geraghty & Miller,GMGW,1957,11858,0,0,0,.,0
675724108,19880226,Octel Communications,OCTL,1982,11913,1,0,0,.,0
57772K101,19880229,Maxim Integrated Products,MXIM,1987,11896,1,0,0,.,0
089822107,19880302,Biggest Merger,,-99,.,0,0,0,.,0
922022108,19880303,Vanguard Cellular Systems,VCEL,1984,11958,0,1,0,.,0
628916108,19880304,NS Group,NSS,1980,75262,0,0,0,.,0
928470103,19880304,Vitalink Communications,VITA,1980,11960,1,0,0,.,0
400128104,19880308,Gruene,GRUN,1980,11863,0,0,0,.,0
585200108,19880308,Meicor,ICOR,1986,11900,0,0,0,.,0
36740830,19880309,F.A. Computer Technologies,FACO,-99,11466,0,0,0,.,0
922247101,19880315,Varitronic Systems Inc,VRSY,1983,11959,1,0,0,.,0
859900201,19880316,Stevens Electrotech,,-99,.,0,0,0,.,0
583095104,19880317,Meadow Group,MDOW,-99,11897,0,0,0,.,0
561208109,19880318,Mallard Coach,MALC,1981,75570,0,0,0,.,0
591913207,19880324,MetroBanCorp,,-99,80459,0,0,0,.,0
343533105,19880325,FlowMole,MOLE,1982,11853,1,0,0,.,0
629865106,19880325,Nam Tai Electronics,NTAIF,-99,76961,0,0,0,.,0
62825L106,19880329,Mutual Federal S&L,MFBZ,1900,11905,0,0,0,.,0
021441100,19880330,Altera,ALTR,1983,75577,1,0,0,.,0
054350103,19880330,Avondale Industries,AVDL,1938,10360,0,0,0,.,0
731113106,19880330,Polifly Financial,PFLY,1924,11920,0,0,0,.,0
853390102,19880330,Standard Federal S&L,STFD,1908,11942,0,0,0,.,0
257870105,19880405,Donnelly,DON,1905,75288,0,0,1,5513040,0
149831109,19880406,Cease Fire,CEFR,1986,10677,0,0,0,.,0
456908102,19880406,Information Mgmt Technologies,IMTKA,1986,75569,0,0,0,.,0
912892106,19880406,US WEST NewVector Group,USWN,1983,75576,0,0,1,49550272,0
21974810,19880407,Corona Equities,,-99,.,0,0,0,.,0
311871107,19880411,FastComm Communications,FSCX,1983,11477,0,0,0,.,0
317916104,19880411,Finevest Foods,FVF,1985,75291,0,0,0,.,0
208108100,19880412,Conner Peripherals,CNNR,1985,10967,1,0,0,.,0
686079104,19880412,Oregon Steel Mills,OS,1928,75308,0,0,0,.,0
849179106,19880413,Sports/Entertainment Group,SEGI,-99,11941,0,0,0,.,0
018548107,19880414,Alliance Capital Mgmt,AC,1971,75278,0,0,0,.,0
222355109,19880414,Country Lake Foods,CLFI,1977,11051,0,0,0,.,0
444900203,19880414,Humagen,HUGE,1984,11872,0,0,0,.,0
036646107,19880418,Ante,,-99,.,0,0,0,.,0
22528K201,19880420,Creative Mergers,,-99,.,0,0,0,.,0
210904108,19880421,Contel Cellular,CCXLA,1980,11004,0,0,1,50000000,0
830798203,19880421,Skolniks,SKN,1981,75315,0,0,0,.,0
039668108,19880428,Arctic Alaska Fisheries,ICE,1972,75283,0,0,0,.,0
232914200,19880503,CytRx Biopool,CYTB,1987,11057,0,0,0,.,0
203433107,19880504,Community Bancshares,CBOG,1975,10897,0,0,0,.,0
911684108,19880504,United States Cellular,USM,1983,75320,0,0,0,.,0
35671D105,19880505,Freeport-McMoRan Copper Co Inc,FCX,1987,75294,0,0,1,21345000,0
827090101,19880506,Silk Greenhouse,SGHI,1982,11939,1,0,0,.,0
055407100,19880511,"BFS Bankorp, Inc.",BFSI,1900,10457,0,0,0,.,0
872912100,19880511,T2 Medical,TSQ,1984,75318,0,0,0,.,0
879291102,19880511,Teleconnect,TNN,1979,75319,1,0,0,.,0
148865108,19880512,Catalina Lighting,LTG,1974,75286,0,0,0,.,0
437853104,19880512,Homestyle Buffet,HBUF,1986,11868,0,0,0,.,0
761230101,19880512,Respironics,RESP,1976,11927,0,0,0,.,0
835898107,19880513,Sotheby's Holdings,BID,1900,75316,0,0,1,25014150,0
055610109,19880516,BMR Financial Group,BMRG,1983,10476,1,0,0,.,0
20482B100,19880517,Compumat,CMAT,1980,10923,0,0,0,.,0
628553208,19880517,Myo-Tech,MYOT,1986,75571,0,0,0,.,0
75941K109,19880517,Relational Technology,RELY,1980,11925,1,0,0,.,0
33761W109,19880518,FirstMiss Gold,FRMG,1987,11849,0,0,0,.,0
763408101,19880518,Richfood Holdings,RCHFA,1937,11928,0,0,1,10000000,0
973903107,19880519,Wine Society of America,WSAI,-99,11962,0,0,0,.,0
45844C108,19880523,Intercargo,ICAR,1985,11879,0,0,0,.,0
619708209,19880524,Most Creative Mergers,,-99,.,0,0,0,.,0
887086106,19880524,Timberjack,TJCK,1958,11951,0,0,0,.,0
292447208,19880531,Empresa Nacional Electricidad,ELE,-99,75290,0,0,0,.,0
984143206,19880531,Xtramedics,XMED,-99,11167,0,0,0,.,0
676220106,19880601,Office Depot,ODEP,1986,75573,2,0,0,.,0
703836106,19880601,Pavichevich Brewing,BRAU,-99,75682,0,0,0,.,0
002067106,19880602,ATC Environmental,ATCE,1982,10011,0,0,0,.,0
584939102,19880602,Medstone International,MSHK,1984,11899,1,0,0,.,0
902917103,19880602,U.S.A. Waste Services,USAS,1985,11955,0,0,0,.,0
007563109,19880603,Advertronics,ADFM,-99,78672,0,0,0,.,0
282330109,19880606,Egghead,EGGS,1984,11964,2,0,0,.,0
444428205,19880606,Hughes Homes,HUHO,1987,11871,0,0,0,.,0
49460W109,19880607,Kinetic Concepts,KNCI,1976,11888,0,0,0,.,0
861566107,19880607,Stolt Tankers and Terminals,STLTF,-99,78671,0,0,0,.,0
